StudentID,Class_name,BirthDate,Gender,PHI1004,PHI1005,POL1001,HIS1002,INT1003,INT1006,FLF1105,FLF1106,FLF1107,MAT1093,MAT1094,MAT1095,PHY1100,PHY1103,ELT2035,INT2203,MAT1101,ELT2029,INT1050,INT2204,INT2205,INT2206,INT2209,INT2207,INT2208,INT2202,INT3202,INT3110,INT3306,INT3115,INT3507,MAT1099,MAT1100,ELT2028,ELT2031,ELT3044,BSA2022,INE1150,INE1151,INT3117,INT3105,INT3106,INT3108,INT3109,INT3111,INT3206,INT3207,INT3209,INT3213,INT3216,INT3217,INT3301,INT3303,INT3304,INT3305,INT3307,INT3309,INT3310,INT3501,INT3505,INT3506,INT3401,INT3403,INT3404,INT3407,INT3508,INT4050,INT3509,INT2201,INT3405,INT3402,INT3211,INT2020,INT2009,INT3212,INT3061,MAT1089,INT3221
13020531,QH-2013-I/CQ-C-B,�13/09/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ˠ
13020125,QH-2013-I/CQ-C-B,�11/09/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,; ;塑
13020136,QH-2013-I/CQ-C-B,�24/07/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,1.2014-2015-2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,元䌭䈭붿㈲〯⼸啑
13020137,QH-2013-I/CQ-C-B,�22/08/1995,Nam, , , , ,1.2013-2014,1.2013-2014-2.2013-2014,1.2013-2014, , ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014-2.2013-2014,1.2014-2015, ,1.2014-2015, , ,2.2013-2014,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20131
13020146,QH-2013-I/CQ-C-B,�28/08/1995,Nam, , , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-2014;垁
13020148,QH-2013-I/CQ-C-B,�06/08/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ;1
13020159,QH-2013-I/CQ-C-B,�01/04/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020160,QH-2013-I/CQ-C-B,�23/09/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020713,QH-2013-I/CQ-C-B,�26/12/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, , , , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ; ; ; 
13020183,QH-2013-I/CQ-C-B,�14/10/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014-2.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015, , , ,1.2014-2015, ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020190,QH-2013-I/CQ-C-B,�22/06/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015, , , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.2014-2015, , , , , , , , , , , , , , ,
13020546,QH-2013-I/CQ-C-B,�24/07/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ;ı
13020196,QH-2013-I/CQ-C-B,�05/02/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ǯ
13020704,QH-2013-I/CQ-C-B,�18/08/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014-2.2013-2014,1.2013-2014-2.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, , , , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,缮
13020228,QH-2013-I/CQ-C-B,�20/09/1995,Nam,1.2014-2015, , ,2.2013-2014,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014-2.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,缮
13020229,QH-2013-I/CQ-C-B,�01/12/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ꥨȊ
13020265,QH-2013-I/CQ-C-B,�19/08/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,锠Ȋ
13020725,QH-2013-I/CQ-C-B,�03/12/1995,Nam, , , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014, , , , , , , , , , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020275,QH-2013-I/CQ-C-B,�18/08/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014-1.2014-2015,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Ȋ
13020280,QH-2013-I/CQ-C-B,�12/07/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, , , , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ; ;Ł
13020629,QH-2013-I/CQ-C-B,�01/01/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, , , , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,; ; ; Ł
13020290,QH-2013-I/CQ-C-B,�19/05/1995,Nam,1.2014-2015,1.2014-2015, , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , , ,1.2014-2015, , , , ,2.2013-2014, , , , , ,1.2014-2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,缮
13020291,QH-2013-I/CQ-C-B,�24/02/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020550,QH-2013-I/CQ-C-B,�09/10/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020314,QH-2013-I/CQ-C-B,�05/01/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020317,QH-2013-I/CQ-C-B,�20/09/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020323,QH-2013-I/CQ-C-B,�09/09/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020324,QH-2013-I/CQ-C-B,�05/01/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ጀ
13020327,QH-2013-I/CQ-C-B,�18/03/1993,Nam, , , , ,1.2013-2014-1.2014-2015,1.2013-2014-1.2014-2015,1.2013-2014-1.2014-2015,2.2013-2014, ,2.2013-2014,1.2013-2014-1.2014-2015,2.2013-2014,1.2013-2014-1.2014-2015, , , , , , , , , , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ˠ
13020330,QH-2013-I/CQ-C-B,�20/08/1995,Nam,1.2014-2015, ,1.2014-2015, ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,缮
13020636,QH-2013-I/CQ-C-B,�12/02/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014-1.2014-2015,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , , ,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ; ; 
13020342,QH-2013-I/CQ-C-B,�19/05/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014-1.2014-2015,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014-1.2014-2015,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,㬠㬠㬠㬠♁
13020601,QH-2013-I/CQ-C-B,�08/09/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,1.2014-2015-2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,㬠㬠㬠㬠㬠㬠㬠㬠⍁
13020638,QH-2013-I/CQ-C-B,�25/03/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ˠ
13020372,QH-2013-I/CQ-C-B,�01/10/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, , ,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ;♱
13020397,QH-2013-I/CQ-C-B,�15/08/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ; ; ; 
13020395,QH-2013-I/CQ-C-B,�20/07/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ;♱
13020386,QH-2013-I/CQ-C-B,�15/07/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014-1.2014-2015,1.2013-2014-1.2014-2015,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ;⍡
13020403,QH-2013-I/CQ-C-B,�22/07/1994,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014-1.2014-2015,1.2013-2014,2.2013-2014,1.2014-2015,1.2014-2015-2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , , , , , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,㬠㬠㬠㬠㬠㬠㬠㬠ⁱ
13020410,QH-2013-I/CQ-C-B,�20/10/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ˠ
13020418,QH-2013-I/CQ-C-B,�10/01/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ጀ
13020420,QH-2013-I/CQ-C-B,�25/07/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ˠ
13020425,QH-2013-I/CQ-C-B,�25/09/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, , ,1.2013-2014,2.2013-2014,1.2013-2014-1.2014-2015,1.2014-2015, ,1.2014-2015, , ,2.2013-2014,1.2014-2015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,㬠㬠㬠㬠⸲〲⚑
13020428,QH-2013-I/CQ-C-B,�27/07/1994,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,※※※⎡
13020452,QH-2013-I/CQ-C-B,�24/05/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020450,QH-2013-I/CQ-C-B,�03/10/1995,N?,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014, ,2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015,1.2014-2015, , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20428♱
13020647,QH-2013-I/CQ-C-B,�19/05/1995,Nam,1.2014-2015, , , ,1.2013-2014,1.2013-2014,1.2013-2014,2.2013-2014,1.2014-2015,1.2014-2015-2.2013-2014,1.2013-2014,2.2013-2014,1.2013-2014,1.2014-2015, ,1.2014-2015, , , ,1.2014-2015,1.2014-2015, , , , ,2.2013-2014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,⼠ȍ
