StudentID,Class_name,BirthDate,Gender,PHI1004,PHI1005,POL1001,HIS1002,INT1003,INT1006,FLF1105,FLF1106,FLF1107,MAT1093,MAT1094,MAT1095,PHY1100,PHY1103,ELT2035,INT2203,MAT1101,ELT2029,INT1050,INT2204,INT2205,INT2206,INT2209,INT2207,INT2208,INT2202,INT3202,INT3110,INT3306,INT3115,INT3507,MAT1099,MAT1100,ELT2028,ELT2031,ELT3044,BSA2022,INE1150,INE1151,INT3117,INT3105,INT3106,INT3108,INT3109,INT3111,INT3206,INT3207,INT3209,INT3213,INT3216,INT3217,INT3301,INT3303,INT3304,INT3305,INT3307,INT3309,INT3310,INT3501,INT3505,INT3506,INT3401,INT3403,INT3404,INT3407,INT3508,INT4050,INT3509,INT2201,INT3405,INT3402,INT3211,INT2020,INT2009,INT3212,INT3061,MAT1089,INT3221
13020196,QH-2013-I/CQ-C-B,ﾠ05/02/1995,N?,7.8, , , ,7.2,7,6,5.4,5.4,6.6,6.1,9.4,5.9,7.8, ,7.6,5.1, , ,3.3,3, , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020704,QH-2013-I/CQ-C-B,ﾠ18/08/1994,Nam,3, , , ,5.5,2.2-1.4,3.9-7.8,5.1,4.1,3.4,4.6,3.6,6.2,6, , , , , ,0.2,5.2, , , , ,1.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020228,QH-2013-I/CQ-C-B,ﾠ20/09/1995,Nam,6, , ,7.4,7.1,8,6.8,6.6,6.6,5.3,5.5,8.8,3.8-6.4,6.6, ,8.2, , , ,5.2,6, , , , ,7.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ǰ
13020229,QH-2013-I/CQ-C-B,ﾠ01/12/1995,Nam,5.7, , , ,7.9,6.2,7.5,6.8,4.9,5.6,5.9,8.2,5,6.3, ,5.2, , , ,5.4,10, , , , ,4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,; ;ǰ
13020265,QH-2013-I/CQ-C-B,ﾠ19/08/1995,Nam,6, , , ,8.2,7.1,4.5,4.1, ,6.4,9.3,9.2,5.8,6.9, ,9.1,9.3, , ,5.6,9, , , , ,7.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; 
13020725,QH-2013-I/CQ-C-B,ﾠ03/12/1995,Nam, , , , ,0,0,0,0, ,0,0,0,0, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020275,QH-2013-I/CQ-C-B,ﾠ18/08/1995,N?,2.5, , , ,4.8,4.9-7.7,5.4,6, ,5.2,5.7,7.5,4.5,7.8, ,5.2, , , ,5.1,4.4, , , , ,4.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020280,QH-2013-I/CQ-C-B,ﾠ12/07/1995,Nam,6.9, , , ,5.4,5.7,5.2,5.7,4.5,5,5.9,7.8,6.7,5.9, , , , , ,6.1,9.4, , , , ,5.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,롈̍
13020629,QH-2013-I/CQ-C-B,ﾠ01/01/1995,Nam,5, , , ,8,6.7,8.1,7.2,6.9,6,4.3,6.3,7.5,6.3, , , , , ,5.5,7.1, , , , ,5.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7;9;A
13020290,QH-2013-I/CQ-C-B,ﾠ19/05/1995,Nam,4.8,2.1, , ,7.7,6.9,4.8,1.1, ,1.5,6,9.4,6.3,5.8, ,0,5.2, , , ,1.8, , , , ,7.2, , , , , ,9.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020291,QH-2013-I/CQ-C-B,ﾠ24/02/1995,Nam,5.6, , , ,7.7,7.6,4.5,5.9,5.6,3.4,5.7,8.6,4.8,4.2, ,7.2, , , ,9.5,7.2, , , , ,7.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,【̦
13020550,QH-2013-I/CQ-C-B,ﾠ09/10/1995,Nam,6, , , ,7.5,7.3,4.8,3, ,5.5,7.3,8.1,6.9,4.3, ,7.1,5.3, , ,6.3,4, , , , ,7.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020314,QH-2013-I/CQ-C-B,ﾠ05/01/1995,N?,7.8, , , ,7.7,4.9,7.1,7.8,6.9,6.8,6.7,9,7.9,7.6, ,8.4, , , ,6.8,8.3, , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020317,QH-2013-I/CQ-C-B,ﾠ20/09/1995,N?,6.1, , , ,5.5,4.3,7.2,5.4,5.9,5.1,7.1,9.2,7.3,7.5, ,5.2,6.2, , ,5.2,9, , , , ,5.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020323,QH-2013-I/CQ-C-B,ﾠ09/09/1995,N?,5.6, , , ,7.7,4.6,7.9,7,7.1,5.2,6.6,9,7.2,7.1, ,8.7, , , ,7.8,10, , , , ,7.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,; A
13020324,QH-2013-I/CQ-C-B,ﾠ05/01/1995,Nam,6, , , ,6,8.1,5.8,4.8,5.1,6,7.7,8.3,5.8,7.8, ,8.6, , , ,9,10, , , , ,7.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020327,QH-2013-I/CQ-C-B,ﾠ18/03/1993,Nam, , , , ,1.5-6.7,0-2.4,4.4-6.6,1.3, ,0,3.5-6.8,0,3.5-6.6, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020330,QH-2013-I/CQ-C-B,ﾠ20/08/1995,Nam,7.5, ,7.7, ,5.4,5.2,5.7,0.9,5.1,4.9,7.2,7,7,7.5, ,5.2, , , ,0.5,7.1, , , , ,5.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020636,QH-2013-I/CQ-C-B,ﾠ12/02/1995,Nam,2.8, , , ,6.2,1.6-9,5.7,6.8, ,2.8,4.8,5.1,7,8.7, ,1.2, , , , ,7.1, , , , ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020342,QH-2013-I/CQ-C-B,ﾠ19/05/1995,Nam,7.5, , , ,7.3,3.5-8,7.4,10,10,3.4,6.9,6.1,3-6.3,5.9, ,0, , , ,0,7.9, , , , ,3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020601,QH-2013-I/CQ-C-B,ﾠ08/09/1995,Nam,4.3, , , ,6.2,9,10,10,10,4,6.1,3.3-5,7.2,5.2, ,6, , , ,0.4,4, , , , ,7.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020638,QH-2013-I/CQ-C-B,ﾠ25/03/1995,Nam,7.4, , , ,8.8,5.2,10,10,10,5.6,5,6.8,7.7,6.3, ,6.9, , , ,7.4,9.9, , , , ,4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020372,QH-2013-I/CQ-C-B,ﾠ01/10/1995,Nam,7.8, , , ,8.1,7.1,4.8,6.3,4.9,4.3,5.7,3.6,6.7,6.3, , ,5.5, , ,3.5,8.6, , , , ,7.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020397,QH-2013-I/CQ-C-B,ﾠ15/08/1994,Nam,7.5, , , ,8.4,9.1,5.9,5.3, ,5.3,6.7,10,6.4,7.8, ,5.1, , , ,8.7,10, , , , ,6.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020395,QH-2013-I/CQ-C-B,ﾠ20/07/1994,Nam,3.2, , , ,7.5,2.9,6.2,6.7,5.8,4.1,8.7,3.4,6.1,5.3, ,4.3, , , ,0,3.2, , , , ,5.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020386,QH-2013-I/CQ-C-B,ﾠ15/07/1994,Nam,2.5, , , ,8.7,5.3-0,4.5-2.3,2.8, ,5.1,7.9,6.3,7.2,3.6, ,7.6,0, , ,3.5,7.9, , , , ,6.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,⿰̦
13020403,QH-2013-I/CQ-C-B,ﾠ22/07/1994,Nam,3.2, , , ,8.6,3.3-3.2,6.7,6.5,6.4,0-1.4,0,5,6.3,6.3, ,0.6, , , , , , , , , ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,㬸䡑㈭㄰ⴳ⽉
13020410,QH-2013-I/CQ-C-B,ﾠ20/10/1995,Nam,5.4, , , ,4.8,4.7,6.1,5.2,4.6,6,7.3,8.3,7.9,6.6, ,8.9, , , ,7.8,10, , , , ,7.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020418,QH-2013-I/CQ-C-B,ﾠ10/01/1995,Nam,2.2, , , ,7.9,5.5,7.6,7.9,7.3,5.3,5.7,4.7,5.7,7.2, ,3, , , ,1,7.9, , , , ,7.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020420,QH-2013-I/CQ-C-B,ﾠ25/07/1995,Nam,4.2, , , ,8.4,8.2,6.2,7.1,6.4,3.1,6.4,8.8,5.1,6.6, ,8.7, , , ,9.4,8.4, , , , ,5.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020425,QH-2013-I/CQ-C-B,ﾠ25/09/1995,Nam,5.2, , , ,6.9,4.5,3,0, , ,5.6,0,3.3-4.8,4.2, ,4, , ,0,3.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020428,QH-2013-I/CQ-C-B,ﾠ27/07/1994,N?,7.8, , , ,6.6,7.9,4.2,5.9,5.5,6.3,6.2,7.5,7.6,7.5, ,8,7.5, , ,8.1,8.6, , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,̦
13020452,QH-2013-I/CQ-C-B,ﾠ24/05/1995,N?,7.3, , , ,8.3,5.7,3.6,4.3,3.9,4.4,6.7,5.2,7.9,8.4, ,5.8, , , ,8,7, , , , ,5.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020450,QH-2013-I/CQ-C-B,ﾠ03/10/1995,N?,5, , , ,7.5,6.3,6.8,7.1, ,6.5,7.8,7.4,6.4,5.7, ,7.6,8.3, , ,8.3,9.3, , , , ,4.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020647,QH-2013-I/CQ-C-B,ﾠ19/05/1995,Nam,3, , , ,7.7,4.7,7.2,6.8,0,0-3.4,9,7.3,5.8,5.1, ,4.8, , , ,8.3,8.6, , , , ,6.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020481,QH-2013-I/CQ-C-B,ﾠ18/03/1995,Nam,4.6, , , ,7.3,4.2,4.9,6.8,5.1,4,6.5,6.4,6.4,4.3, ,5.3, , , ,4.2,9.1, , , , ,6.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020495,QH-2013-I/CQ-C-B,ﾠ18/06/1995,Nam,3.1, , , ,7.1,6,6,6.1,5.9,3.6-2.7,6.4,3.7,4.8,7.2, ,2.4, , , ,0.5,2.8, , , , ,4.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020496,QH-2013-I/CQ-C-B,ﾠ18/09/1995,Nam,7.1, , , ,8.6,8.2,5.2,4.5,4.8,5-3.6,6.5,5.9,5.7,8.5, ,5.4, , , ,7,8.5, , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020511,QH-2013-I/CQ-C-B,ﾠ29/03/1995,Nam,1.4, , , ,6.9,7.9,6.9,5.8, ,5,7.6,7.5,5.9,4.7, ,5.8,5, , ,5.9,10, , , , ,6.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020513,QH-2013-I/CQ-C-B,ﾠ22/08/1995,Nam, , , , ,5.8,3.2,0.6,0, ,0,3.9,0,6.4, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; ; ; ;1
13020013,QH-2013-I/CQ-C-C,ﾠ15/04/1991,Nam, , , , ,3.1,0,3.5,0, ,0,0,0,4.1, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020034,QH-2013-I/CQ-C-C,ﾠ04/08/1995,Nam,7.5, , , ,5.2,4.8,5.3,5.8,5.2,6,5.3,9,5.9,8.1, ,7, , , ,7.4,10, , , , ,7.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020044,QH-2013-I/CQ-C-C,ﾠ25/04/1995,Nam,7.6, , , ,7.2,3,4.9,4.7,4.5,6,5.5,9.2,4.4,7.3, ,4.7, , , ,4.9,9.3, , , , ,5.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,⿰̦
13020052,QH-2013-I/CQ-C-C,ﾠ05/01/1995,Nam,5, , , ,7.3,7.3,4,4.8,3.7,3.4,7.4,8.7,4.7,6.9, ,6.4, , , ,6.5,7.3, , , , ,9.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,⿰̦
13020054,QH-2013-I/CQ-C-C,ﾠ16/05/1995,Nam,3.2, , , ,8.2,4.2,7.6,7,7.2,3.4,6.5,8.2,5,6.5, ,5.3, , , ,7,9.4, , , , ,6.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,햻䅨Á
13020055,QH-2013-I/CQ-C-C,ﾠ03/02/1995,Nam,7.1, , , ,6.2-8.9,7.2,6.1,6.6, ,4.3,6.4,6.2,4.1-4.5,6, ,7.5, , , ,6.3,9.1, , , , ,6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ȡ
13020057,QH-2013-I/CQ-C-C,ﾠ05/02/1995,Nam,5.3,5.9, , ,6.9,7.9,6.2,10,10,8,6.3,6.5,4.6,8.1, ,8.3, , , ,5.2,7.5, , , , ,9.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020583,QH-2013-I/CQ-C-C,ﾠ28/04/1995,Nam,6.8, ,6.3, ,7.2,9.8,5.7, , ,5.2,6.1,4.8,7.8,7.9, ,5.3,6.2, , ,2.8,9.7, , , ,5.7,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ; 
13020094,QH-2013-I/CQ-C-C,ﾠ13/10/1995,Nam,4.4, , , ,4.8,5.8,6.5,6.6,5.4,6.6,6,8.3,4.4,6.2, ,7.1, , , ,6,9.7, , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020092,QH-2013-I/CQ-C-C,ﾠ20/07/1995,N?,5.4, , , ,6.9,5.4,5.4,6.1,5.8,5.7,7.9,6.8,5.1,7.2, ,6.1,4.4, , ,5.5,7.3, , , , ,6.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,̦
13020099,QH-2013-I/CQ-C-C,ﾠ31/10/1995,Nam,5.1, , , ,6.1,7.4,7.7,6.9,5.3,4.3,5.8,8,5.6,7.8, ,6.2, , , ,3.7,7.3, , , , ,7.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020130,QH-2013-I/CQ-C-C,ﾠ11/12/1995,Nam, , , , ,4.2,3,6,1.3, ,0,4,0,2.4, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,※※※※ꈡ
13020540,QH-2013-I/CQ-C-C,ﾠ12/03/1995,Nam,7, , , ,4.7,7.4,0-0, , ,0,2.8,0,5.1, , ,0-0.7, , , ,0.1, ,0, ,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020153,QH-2013-I/CQ-C-C,ﾠ07/12/1994,Nam,3.5, , , ,7.4,7,6.6,3.7, ,5.3,7.9,6.4,4.5,5.5, ,6,3.6, , ,4.7,5.2, , , , ,5.2, , , , , ,1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020155,QH-2013-I/CQ-C-C,ﾠ02/06/1995,Nam,3.9, , , ,9.2,9.8,10,10,10,7.6,7.8,6-3.8,6.2,7.3, ,0, , , ,0,4.2, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020169,QH-2013-I/CQ-C-C,ﾠ12/05/1994,Nam,7.1, , , ,6.4,2.2-4.3,5.3,4, ,2.7,4.8,4.4,2.8,7.5, ,4, , , ,0.8,7.1, , , , ,2.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
13020173,QH-2013-I/CQ-C-C,ﾠ14/12/1995,Nam,5, , , ,8.2,4,6.8,6.2, ,4,7.7,6,6.2,5.6, ,7.7, , , ,3,5.8, , , , ,4.3, , , , , , ,6.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
